Date,Open,High,Low,Close,Adj Close,Volume
2020-05-23,8426.275391,8534.012695,8364.852539,8448.499023,8448.499023,25437240006
2020-05-24,8451.247070,8517.568359,8057.478516,8058.640137,8058.640137,29811873075
2020-05-25,8054.734375,8213.675781,7998.595215,8170.750000,8170.750000,28702097201
2020-05-26,8173.182129,8218.972656,7980.670898,8047.231445,8047.231445,26946164996
2020-05-27,8049.352051,8374.552734,8047.246094,8334.069336,8334.069336,29720222373
2020-05-28,8337.633789,8619.314453,8314.090820,8599.190430,8599.190430,31024222279
2020-05-29,8601.541992,8648.132813,8423.846680,8499.884766,8499.884766,29623261677
2020-05-30,8499.695313,8738.430664,8434.693359,8735.174805,8735.174805,29466875499
2020-05-31,8734.896484,8735.111328,8485.765625,8510.137695,8510.137695,24981824663
2020-06-01,8512.427734,9164.186523,8491.755859,9138.788086,9138.788086,31638321031
